TTRDR,TARBN,TKMKT,TKTIN,TKICC,TKIC2,TKIC3,TKMDT,TKCSP,TKSFX,TTRDT,TTRNO,TTRNP,TCTPR,TMKDP,TMKPR,TCNSS,TTRNA,TCTAM,TCMAM,TCCAM,TSTAM,TTCOM,TCMOR,TCMOV,TNAME,TCRVI,TPSIN,TCACT,TSPCD,TSTDT,TDBEI,TPRIN,TAINT,TFLAM,TCFLM,TMTNO,TRTID,TRMIL,TRPOL,TTBAM,TCOMC,TTTOC,TSAMT,TDOVR,TVERF,TTIME,TDATE,TJIOF,TFSOD,TFADJ,TCLAM,TWICF,TDACT,TVUSR,TBDSF,TUSER,TPOCG,TPODT,TPONO,TPOFA,TUPNO,TMHIN,TBACT,TSPNO,TACAM,TFTCH,TDYLD,TFMAM,TFACM,TCLFG,TGTID,TSGAC,TCLST,TASDT,TBAOV,TCCNS,TPIOV,TTFEE,TSCOR,TSCOV,TTSCR,TNCFF,TMSFF,TCHSC,TPOOL,TCFDL,TFDAD,TCLDM,TFDSD,TCMIN,TDVDT,TTNSC,TSECC,TSTCC,TEXRT,TVLDT,TNIOF,TPWFG,TIDFG,TENCD,TDPCD,TPOFM,TWIDP,TETID,TTBXF,TEDFG,TKCUR,TSTSC,TSERF,TPAOF,TBERT,TDFBC,TTMMF,TAMCD,TTASP,TTCEF,TGRPA,TLSML,TTFE2,TTFE3,TTFE4,TPAZP,TMBDA,TCNTA,TCNFA,TCNCA,TCNSA,TCNFM,TXPTP,TBLOT,TRPMR,TRMRD,TRZMD,TRMPR,TSLTY,TMKUP,TAUES,TSCUC,TMKPH,TAUEI,THANM,TTGCA,TTGMF,TTDRG,TOLNK,TOLNO,TZSTF,TLTAM,TFLRC,TPMOD,TACBC,TPYAC,TSDOF,TECRT,TEFCR,TSFKG,TCFCM,TDFCM,TCYLD,TFPAZ,TCHOD,TCHOV,TTXB1,TTXB2,TOASD,TOAOP,TOAPR,TPROA,TOAFA,TOAYL,TTPPY,TBPPY,TCHCK,TPTRD,THRID,TXDAI,TESPC,TGPSI,TEXTS,TPDFL,TFMDA,TEFPV,TEFBV,TPFBV,TLBYF,TLTPR,TLOPL,TAVDT,TLAAD,TDPCN,TAPCN,TADAM,TCMSF,TBTC1,TBTC2,TBTC3,TSHFG,TMDCF,TINCD,TCDCO,TSSDT,TSSPR,TSXDT,TSXPR,TOSTD,TORPL,TPYLD,TPYLT,TYCDT,TPZDT,TWAVP,TREOF,TTAPP,TMCOG,TCNST,TFDTF,TPTPF,TSSTP,TSXTP,TTAZP,TSSTD,TSXTD,TSPRC,TCNFY,TSARD,TSAPR,TSART,TDORI,TDOSI,TSBTY,TEID2,TOBMP,TCLCN,TDVRF,TSYTF,TSBOA,TDRID,TCSDT,TLITI,TLIRC,TPOCM,TTAAM,TNNER,TOFRD,TOFCD,TCDEP,TSYNI,TTRD2,TEEXR,TROFB,TSLVC,TEHMS,TORDT,TORPR,TORLD,TORTI,TIEDC,TBCEF,TPBCS,TEQFG,TSPRN,TSAIN,TPICO,TSBID,TSRSP,TRFRT,TMBTT,TTRRT,TPIMR,TCNYL,TMPOL,TTLCI,TFLTD,TTMCY,TCAPF,TCDPI,TTRPP,TCTME,TCDTE,TRERC,TSMMY,TBDPO,TBDPR,TBDAI,TEMPI,TCHCT,TSRCE,TPBPD,TCTWH,TTAXT,TEXVN,TPRTD,TPPAI,TCPID,TINRT,TAPIN,TCKDA,TCKTM,TCKUS,TSCTT,TOATD,TTPNC,TTNIN,TTNAT,TTNGL,TTNGS,TTNGT,TSRTO,TSPRI,TEPRI,TTPAM,THIOF,TAMPI,TPNLI,TBGFD
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,132,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,9999990,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152126,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715129, ,0,10,10, , ,100,            , , ,0, ,WBUH60      ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:26,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.26,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,133,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,L005050     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152126,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715130, ,0,10,10, , ,100,            , , ,0, ,BBSUIFR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:26,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.26,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,134,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,FF22040     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152126,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715131, ,0,10,10, , ,100,            , , ,0, ,BBCBRBR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:26,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.26,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,135,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,CC35480     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152126,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715132, ,0,10,10, , ,100,            , , ,0, ,BBOFAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:26,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.26,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,136,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,FF87720     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152126,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715133, ,0,10,10, , ,100,            , , ,0, ,CHLAAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:26,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.26,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,137,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,NN78080     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715134, ,0,10,10, , ,100,            , , ,0, ,CQULCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,138,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,JJ72500     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715135, ,0,10,10, , ,100,            , , ,0, ,CSBAFUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DMM1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,139,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,P,NN11990     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715136, ,0,10,10, , ,100,            , , ,0, ,FKGTCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,140,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,S,9999990,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,13, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715137, ,0,10,10, , ,100,            , , ,0, ,WBUH60      ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,0,        ,0, ,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,141,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,S,L005050     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715138, ,0,10,10, , ,100,            , , ,0, ,BBSUIFR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,142,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,S,FF22040     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715139, ,0,10,10, , ,100,            , , ,0, ,BBCBRBR     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,143,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,S,CC35480     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715140, ,0,10,10, , ,100,            , , ,0, ,BBOFAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,144,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,S,FF87720     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715141, ,0,10,10, , ,100,            , , ,0, ,CHLAAUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
DBA1,0,5,30,    ,      ,      ,20180604,0,       ,20160715,145,  90       P,90,90,90,        ,10,10,10,0,10,0,0, ,C   CRP CRPF   4.65    06/04/18,   ,S,NN78080     ,   ,20160712, ,9000000,49083.33,            ,0,999999999,               ,0, ,           ,    , ,0, ,V,152127,20160715, ,0,0,0, ,300000,*EXTERNAL , ,*EXTERNAL , ,0,0,0,14, ,            ,0,10, ,           ,10,10,Y,           ,      , ,20160712, ,0,0,0,         , ,0, , ,  ,1,0,0,0,0, ,0,0,USD,USD,100,20160712, , , ,SI  ,  ,0,            ,715142, ,0,10,10, , ,100,            , , ,0, ,CQULCUS     ,0,0,0,0,0,      ,10000000,0,10000000,10000000,10000000,90,  ,0,        ,        ,0,   ,                 ,   , , , ,15:21,0, ,    ,               , , ,10,   , ,      ,                    ,   ,100,4.65, ,0,               ,10.6092,0, , ,   ,      ,0,            ,0,0,0,0,0,0, ,          ,                    ,   ,   ,                         ,   ,D,300000,0,0,0, ,0,0,        ,0,0,0,10, ,  ,  ,  ,Y, , , ,        ,0,        ,0,        ,1,0,        ,20180604,20180604,0, ,0, , , , ,0,0,0,        ,        ,    ,10.60921477,20180604,100,M,0, ,    ,                    , ,1, , , ,                    ,        ,                    , ,0,0, , ,    ,      ,          ,    ,100,            ,      ,15:21:27,        ,            ,            , , , ,            , ,9000000,49083.33, ,                    ,0,0, ,  , ,            ,1, , , ,0,0, ,15.21.27,20160715, ,0,1,9000000,49083.33,     ,  ,   , ,0,  ,         ,               ,     ,     ,0, ,        ,        ,          , ,0,            , ,   ,                              ,0,0, ,0,0,0, ,    ,                              ,                                                                                                                                                                                                                                                                
